"","iso3","country","hdicode","hdi_rank_2022","gii_rank_2022","year","hdi","life_expectancy","pop_millions","hdi_f","hdi_m","life_expec_f","life_expec_m","expec_yr_school","expec_yr_school_f","expec_yr_school_m","mean_yr_school","mean_yr_school_f","mean_yr_school_m","gross_inc_percap","gross_inc_percap_f","gross_inc_percap_m","gender_development","gender_inequality","secondary_education_f_%","secondary_education_m_%","seats_in_parliament_f_%","seats_in_parliament_m_%","labour_participation_f_%","labour_participation_m_%","co2_emission_tons","mat_footprint_percap_tons"
"4477","PAN","Panama","Very High",57,96,2011,0.781,76.627,3.688674,0.778950982,0.780479708,79.871,73.537,12.7667799,13.31604958,12.23507977,9.416856766,9.642202907,9.185467932,22676.84179,16868.22264,28456.71805,0.998,0.483,59.33000183,55.79999924,8.450704225,91.54929577,45.57,78.63,2.698232481,7.0544
"4478","PAN","Panama","Very High",57,96,2012,0.788,76.819,3.754862,0.788083117,0.785405819,79.991,73.787,12.78280671,13.36301645,12.22112974,9.557323456,9.78614627,9.319865651,24467.53259,19114.61123,29796.67091,1.003,0.48,60.30000114,57.29999924,8.450704225,91.54929577,47.87,79.73,2.601453795,11.0446
"4479","PAN","Panama","Very High",57,96,2013,0.794,77.038,3.821556,0.792043735,0.791811086,80.138,74.067,12.79883353,13.40998332,12.20717971,9.697790146,9.930089633,9.454263369,25825.07861,19497.94965,32126.76855,1,0.476,61.27000046,58.79999924,8.450704225,91.54929577,49.16,79.48,2.751052189,12.1981
"4480","PAN","Panama","Very High",57,96,2014,0.797,77.248,3.8887925,0.797465855,0.793800904,80.299,74.317,12.81486034,13.45695019,12.19322968,9.838256836,10.074033,9.588661088,26014.83885,20454.33119,31554.95242,1.005,0.424,62.25,59.54000092,19.29824561,80.70175439,49.63,79.05,2.791457401,12.703
"4481","PAN","Panama","Very High",57,96,2015,0.802,77.468,3.9570985,0.802660474,0.798177465,80.516,74.54,12.81215954,13.43101978,12.21327019,9.978723526,10.21797636,9.723058807,27033.221,21577.99095,32470.12041,1.006,0.419,63.38000107,59.86000061,18.30985915,81.69014085,50.3,77.96,2.726340685,11.2793
"4482","PAN","Panama","Very High",57,96,2016,0.809,77.653,4.0263365,0.810589921,0.804700476,80.736,74.692,13.01272964,13.61728001,12.42805958,10.11919022,10.36191972,9.857456525,28332.68145,23003.18101,33645.74228,1.007,0.415,63.59999847,61.25999832,18.30985915,81.69014085,50.65,78.13,2.59265496,12.5045
"4483","PAN","Panama","Very High",57,96,2017,0.814,77.795,4.096063,0.81800191,0.808575111,80.925,74.791,13.0627122,13.67851734,12.46734648,10.25965691,10.50586308,9.991854244,29766.99491,24991.02602,34529.57139,1.012,0.412,63.91999817,61.31999969,18.30985915,81.69014085,50.73,77.11,2.739996919,11.3336
"4484","PAN","Panama","Very High",57,96,2018,0.817,77.863,4.1652545,0.821635832,0.811286717,81.024,74.826,13.11288674,13.74003007,12.50675758,10.4001236,10.64980645,10.12625196,30084.15093,25371.45826,34785.15574,1.013,0.404,64.04000092,61.29000092,18.30985915,81.69014085,52.36,78.27,2.582314888,10.6578
"4485","PAN","Panama","Very High",57,96,2019,0.82,77.81,4.232532,0.824048417,0.81446976,80.954,74.789,13.163254,13.80181941,12.54629326,10.54059029,10.79374981,10.26064968,30609.73608,25539.04379,35669.72691,1.012,0.395,65.69000244,62.93999863,21.12676056,78.87323944,54.54,78.24,3.161417327,10.2509
"4486","PAN","Panama","Very High",57,96,2020,0.809,76.657,4.2943965,0.819557606,0.797806601,80.034,73.472,13.21381473,13.86388663,12.58595392,10.68696295,10.94374988,10.40059663,25727.89914,24230.17839,27223.28884,1.027,0.386,66.63000107,64.27499962,22.53521127,77.46478873,53.18,74.03,2.404133201,8.6435
"4487","PAN","Panama","Very High",57,96,2021,0.813,76.223,4.351267,0.819324098,0.805369382,79.594,73.05,13.21381473,13.86388663,12.58595392,10.68696295,10.94374988,10.40059663,29285.65116,25158.1497,33409.77897,1.017,0.395,67.56999969,65.61000061,22.53521127,77.46478873,46.71,73.56,2.690641599,10.9166
"4488","PAN","Panama","Very High",57,96,2022,0.82,76.826,4.4085805,0.826278511,0.812639239,80.091,73.726,13.21381473,13.86388663,12.58595392,10.68696295,10.94374988,10.40059663,32029.36025,27610.88808,36447.35037,1.017,0.392,67.56999969,65.61000061,22.53521127,77.46478873,49.71,76.98,2.690641599,11.1144
"4489","PNG","Papua New Guinea","Medium",154,151,1990,0.394,59.721,3.8649725,NA,NA,62.386,57.801,4.600746032,4.352734612,4.814649059,2.394565745,1.598740288,3.227703245,2432.642116,NA,NA,NA,NA,17.02800428,36.37430354,1.834862385,98.16513761,NA,NA,0.557416716,5.5889
"4490","PNG","Papua New Guinea","Medium",154,151,1991,0.402,59.908,3.9909955,NA,NA,62.47,58.024,4.735701708,4.474530237,4.961774584,2.518422593,1.667985091,3.414239342,2595.40594,NA,NA,NA,NA,17.73358457,38.12733957,1.834862385,98.16513761,NA,NA,0.543498551,7.2776
"4491","PNG","Papua New Guinea","Medium",154,151,1992,0.412,60.218,4.1366435,NA,NA,62.775,58.314,4.874616097,4.599733875,5.113395955,2.642279442,1.737229893,3.600775439,2868.873494,NA,NA,NA,NA,18.43916486,39.88037561,1.834862385,98.16513761,NA,NA,0.529680582,7.5006
"4492","PNG","Papua New Guinea","Medium",154,151,1993,0.425,60.506,4.2915885,NA,NA,62.956,58.658,5.017605322,4.728440887,5.269650555,2.766136291,1.806474695,3.787311535,3373.802103,NA,NA,NA,NA,19.14474515,41.63341164,1.834862385,98.16513761,NA,NA,0.510556931,6.2742
"4493","PNG","Papua New Guinea","Medium",154,151,1994,0.438,60.756,4.4516935,NA,NA,63.2,58.897,5.164788912,4.860749302,5.430679966,2.88999314,1.875719497,3.973847632,4011.942721,NA,NA,NA,NA,19.85032543,43.38644768,1.834862385,98.16513761,NA,NA,0.491026562,6.4313
"4494","PNG","Papua New Guinea","Medium",154,151,1995,0.44,61.049,4.6164385,NA,NA,63.439,59.212,5.316289902,4.996759892,5.596630096,3.013849989,1.9449643,4.160383729,3681.325126,NA,NA,NA,NA,20.55590572,45.13948371,1.834862385,98.16513761,NA,NA,0.446058098,4.9924
"4495","PNG","Papua New Guinea","Medium",154,151,1996,0.445,61.105,4.7858945,NA,NA,63.477,59.266,5.46355327,5.121479988,5.765200138,3.084035537,2.028465385,4.227452887,3739.979955,NA,NA,NA,NA,20.08081499,44.17459739,1.834862385,98.16513761,NA,NA,0.457615556,5.3763
"4496","PNG","Papua New Guinea","Medium",154,151,1997,0.445,61.377,4.960439,NA,NA,63.656,59.596,5.610816638,5.246200085,5.93377018,3.154221084,2.11196647,4.294522045,3384.436561,NA,NA,NA,NA,19.60572427,43.20971107,1.834862385,98.16513761,NA,NA,0.527130764,5.5698
"4497","PNG","Papua New Guinea","Medium",154,151,1998,0.447,60.629,5.138829,NA,NA,62.732,58.975,5.758080006,5.370920181,6.102340221,3.224406632,2.195467555,4.361591204,3419.456006,NA,NA,NA,NA,19.13063354,42.24482475,1.834862385,98.16513761,NA,NA,0.687413417,4.3256
"4498","PNG","Papua New Guinea","Medium",154,151,1999,0.454,61.672,5.321388,NA,NA,63.828,59.965,5.950537146,5.553362303,6.303956638,3.29459218,2.27896864,4.428660362,3374.725387,NA,NA,NA,NA,18.65554281,41.27993844,1.834862385,98.16513761,NA,NA,0.47961171,3.4062
"4499","PNG","Papua New Guinea","Medium",154,151,2000,0.456,61.72,5.5082975,0.422513369,0.489478436,63.785,60.076,6.142994287,5.735804425,6.505573054,3.364777727,2.362469725,4.49572952,3181.884573,2716.917253,3607.181436,0.863,0.666,18.18045209,40.31505212,1.834862385,98.16513761,71.34,73.53,0.53335904,2.8008
"4500","PNG","Papua New Guinea","Medium",154,151,2001,0.459,61.773,5.698489,0.426537562,0.490962865,63.852,60.114,6.335451427,5.918246547,6.70718947,3.424641871,2.437824363,4.539743656,3077.381037,2676.720105,3444.396953,0.869,0.664,17.88881223,39.52212574,1.834862385,98.16513761,75.19,73.05,0.585418345,4.705
"4501","PNG","Papua New Guinea","Medium",154,151,2002,0.462,61.698,5.892596,0.430109124,0.49372548,63.828,60.003,6.527908568,6.100688669,6.908805886,3.484506015,2.513179001,4.583757791,3049.21796,2634.984371,3428.90004,0.871,0.665,17.59717238,38.72919936,1.834862385,98.16513761,75.01,73.71,0.621525725,2.7565
"4502","PNG","Papua New Guinea","Medium",154,151,2003,0.467,61.797,6.09098,0.43474184,0.498475507,63.932,60.102,6.720365708,6.283130791,7.110422302,3.544370158,2.588533639,4.627771926,3088.766015,2636.148583,3503.89172,0.872,0.697,17.30553253,37.93627298,0.917431193,99.08256881,72.68,72.96,0.66608329,3.3061
"4503","PNG","Papua New Guinea","Medium",154,151,2004,0.465,61.761,6.293166,0.433967248,0.496669844,64.021,59.974,6.912822849,6.465572913,7.312038718,3.604234302,2.663888277,4.671786061,2780.717291,2347.086325,3178.692291,0.874,0.693,17.01389268,37.1433466,0.917431193,99.08256881,69.14,70.74,0.745952037,2.9854
"4504","PNG","Papua New Guinea","Medium",154,151,2005,0.469,61.801,6.498818,0.437915684,0.50029349,63.937,60.112,7.10527999,6.648015035,7.513655134,3.664098445,2.739242914,4.715800196,2780.001175,2357.097857,3168.379551,0.875,0.693,16.72225282,36.35042021,0.917431193,99.08256881,70.27,71.35,0.766323968,3.4617
"4505","PNG","Papua New Guinea","Medium",154,151,2006,0.471,61.917,6.7082175,0.439637168,0.502509414,63.872,60.373,7.29773713,6.830457157,7.715271551,3.746669678,2.832927059,4.784965266,2646.334164,2242.435323,3017.448459,0.875,0.693,16.94333465,36.02083033,0.917431193,99.08256881,70.19,71.32,0.75294225,4.5503
"4506","PNG","Papua New Guinea","Medium",154,151,2007,0.479,62.034,6.9210665,0.44700584,0.510349379,63.861,60.592,7.490194271,7.012899279,7.916887967,3.829240911,2.926611203,4.854130335,2836.630999,2400.891691,3237.157291,0.876,0.693,17.16441647,35.69124045,0.917431193,99.08256881,70.39,71.64,0.950879532,4.6918
"4507","PNG","Papua New Guinea","Medium",154,151,2008,0.484,62.571,7.1379875,0.45379136,0.514283259,64.787,60.832,7.682651411,7.195341401,8.118504383,3.911812143,3.020295347,4.923295405,2802.38702,2366.315645,3203.413228,0.882,0.684,17.38549829,35.36165057,0.917431193,99.08256881,70.26,71.76,0.776773511,4.9463
"4508","PNG","Papua New Guinea","Medium",154,151,2009,0.489,62.788,7.3588895,0.459662535,0.519174789,65.096,60.983,7.875108552,7.377783523,8.320120799,3.994383376,3.113979491,4.992460474,2846.423815,2399.53767,3257.664286,0.885,0.682,17.60658012,35.03206069,0.917431193,99.08256881,69.96,71.64,0.715406807,5.4737
"4509","PNG","Papua New Guinea","Medium",154,151,2010,0.497,63.039,7.583269,0.470294296,0.52498592,65.268,61.297,8.067565692,7.560225645,8.521737215,4.076954608,3.207663636,5.061625544,3037.600086,2717.272951,3332.57107,0.896,0.682,17.82766194,34.70247081,0.917431193,99.08256881,47.68,48.98,0.621723956,5.9224
"4510","PNG","Papua New Guinea","Medium",154,151,2011,0.502,63.526,7.806637,0.475366245,0.528284198,66.121,61.51,8.260022833,7.742667766,8.723353631,4.2070043,3.348189852,5.158037459,2918.15232,2562.870628,3245.606025,0.9,0.675,18.54264997,34.83144076,0.917431193,99.08256881,47.77,49.19,0.678704543,6.8453
"4511","PNG","Papua New Guinea","Medium",154,151,2012,0.51,63.733,8.026545,0.483696351,0.536314877,66.439,61.633,8.452479973,7.925109888,8.924970048,4.337053991,3.488716069,5.254449374,3113.664658,2695.513283,3499.538313,0.902,0.621,19.25763799,34.96041072,2.702702703,97.2972973,46.31,48.35,0.631479672,6.5836
"4512","PNG","Papua New Guinea","Medium",154,151,2013,0.516,63.961,8.245627,0.490349129,0.541062414,66.761,61.792,8.776717377,8.239356221,9.261926486,4.467103682,3.629242285,5.350861289,3049.499632,2647.979915,3420.527991,0.906,0.614,19.97262602,35.08938067,2.702702703,97.2972973,46.98,48.79,0.658482369,3.9904
"4513","PNG","Papua New Guinea","Medium",154,151,2014,0.531,64.259,8.464153,0.505776702,0.556121123,67.058,62.085,9.100954781,8.553602553,9.598882925,4.597153373,3.769768501,5.447273205,3606.46094,3117.51209,4058.921921,0.909,0.61,20.68761404,35.21835062,2.702702703,97.2972973,46.26,48.43,0.786824151,3.2329
"4514","PNG","Papua New Guinea","Medium",154,151,2015,0.54,64.701,8.682174,0.516662366,0.56401906,67.818,62.286,9.425192185,8.867848886,9.935839363,4.727203065,3.910294718,5.54368512,3743.719204,3235.148793,4215.068643,0.916,0.6,21.40260207,35.34732058,2.702702703,97.2972973,45.95,48.15,0.76462416,3.0603
"4515","PNG","Papua New Guinea","Medium",154,151,2016,0.547,64.84,8.8991695,0.523134051,0.571036598,67.927,62.439,9.749429589,9.182095218,10.2727958,4.768488681,3.971393073,5.566740143,3880.977074,3312.368282,4408.851947,0.916,0.598,22.39041447,35.77722042,2.702702703,97.2972973,44.29,47.42,0.790545724,3.0147
"4516","PNG","Papua New Guinea","Medium",154,151,2017,0.553,65.103,9.114796,0.528126847,0.576983877,68.078,62.774,10.07366699,9.496341551,10.60975224,4.809774297,4.032491428,5.589795166,3888.804352,3286.642187,4448.743985,0.915,0.821,23.37822687,36.20712027,0.01,99.99,43.11,46.95,0.730702037,2.8115
"4517","PNG","Papua New Guinea","Medium",154,151,2018,0.556,65.182,9.329227,0.531092867,0.579978392,68.123,62.869,10.3979044,9.810587883,10.94670868,4.851059914,4.093589783,5.612850189,3766.070285,3164.945816,4325.939116,0.916,0.819,24.36603928,36.63702011,0.01,99.99,42.67,46.94,0.81538374,2.6982
"4518","PNG","Papua New Guinea","Medium",154,151,2019,0.562,65.474,9.5424855,0.53907199,0.584524831,68.671,62.963,10.75645427,10.15911855,11.31880425,4.89234553,4.154688138,5.635905212,3781.402618,3215.170351,4309.665508,0.922,0.816,25.35385168,37.06691996,0.01,99.99,43.6,47.03,0.819189046,2.1847
"4519","PNG","Papua New Guinea","Medium",154,151,2020,0.567,65.787,9.74964,0.544323402,0.589146407,68.804,63.395,11.12736798,10.52003111,11.70354792,4.933631146,4.215786493,5.658960236,3700.943029,3192.2698,4176.378306,0.924,0.815,26.34166408,37.4968198,0.01,99.99,44.87,47.26,0.792224123,3.3353
"4520","PNG","Papua New Guinea","Medium",154,151,2021,0.564,65.351,9.949437,0.541870464,0.585809128,68.415,62.948,11.12736798,10.52003111,11.70354792,4.933631146,4.215786493,5.658960236,3616.030578,3136.377779,4065.218389,0.925,0.814,26.34166408,37.4968198,0.01,99.99,46.01,48.01,0.798668307,3.4356
"4521","PNG","Papua New Guinea","Medium",154,151,2022,0.568,65.958,10.1426185,0.54619893,0.589011335,69.172,63.378,11.12736798,10.52003111,11.70354792,4.933631146,4.215786493,5.658960236,3710.326885,3218.98017,4171.434912,0.927,0.604,26.34166408,37.4968198,1.739130435,98.26086957,46.01,48.01,0.798668307,3.4188
"4522","PRY","Paraguay","High",102,106,1990,0.604,67.944,4.0591945,0.580368741,0.627055258,69.749,66.207,9.1561203,9.145950821,9.533738337,5.684462242,5.419168861,5.950946623,8543.997289,6007.267419,11023.83039,0.926,0.606,24.49571234,29.41070818,5.6,94.4,50.78,82.98,0.526114168,14.0867
"4523","PRY","Paraguay","High",102,106,1991,0.609,68.173,4.167996,0.5352866,0.643331738,70.081,66.347,9.445473671,9.404379534,9.719595488,5.782122307,5.530853449,6.034442612,8457.030817,2248.562188,14525.23363,0.832,0.606,24.7986826,29.47765301,5.6,94.4,48.16,82.1,0.504654995,13.1463
"4524","PRY","Paraguay","High",102,106,1992,0.614,68.395,4.2770515,0.556478634,0.644359976,70.422,66.468,9.734827042,9.67011043,9.909075864,5.88146019,5.644839764,6.119110107,8293.900308,2959.293888,13507.46807,0.864,0.605,25.10540009,29.54475021,5.6,94.4,50.69,85.74,0.603195987,13.6532
"4525","PRY","Paraguay","High",102,106,1993,0.621,68.633,4.3862015,0.60023351,0.6381138,70.782,66.603,10.02418041,9.943349838,10.1022501,5.982504715,5.761175242,6.204965548,8433.452815,6131.619188,10683.01986,0.941,0.599,25.41591114,29.61200015,5.6,94.4,52.88,85.1,0.664378886,13.5175
"4526","PRY","Paraguay","High",102,106,1994,0.626,68.824,4.4953015,0.603704614,0.64353204,71.076,66.706,10.21538544,10.13158067,10.2991902,6.083549239,5.877510721,6.290820989,8497.619443,5932.972069,11004.17303,0.938,0.596,25.7264222,29.67925008,5.6,94.4,52.75,85.87,0.757301903,13.8898
"4527","PRY","Paraguay","High",102,106,1995,0.631,69.009,4.603917,0.615039052,0.64458608,71.396,66.779,10.40659046,10.50527,10.30791092,6.184593764,5.9938462,6.376676429,8673.989901,6437.848602,10859.75475,0.954,0.58,26.03693326,29.74650002,5.6,94.4,63.2,91.1,0.855163114,13.3577
"4528","PRY","Paraguay","High",102,106,1996,0.64,69.202,4.7116555,0.62573856,0.651967134,71.746,66.842,10.73869038,10.78623009,10.69307041,6.285638289,6.110181678,6.46253187,9128.401774,7036.431135,11173.66922,0.96,0.577,26.34744432,29.81374995,5.6,94.4,57.7,86.4,0.789276804,13.9408
"4529","PRY","Paraguay","High",102,106,1997,0.646,69.325,4.818289,0.621976739,0.662538527,71.883,66.951,11.14942678,11.20490328,11.09608682,6.386682814,6.226517157,6.548387311,8996.955745,5690.122865,12230.7801,0.939,0.576,26.65795538,29.88099988,5.6,94.4,52.92,86.38,0.856735659,14.6066
"4530","PRY","Paraguay","High",102,106,1998,0.652,69.478,4.9234495,0.628503027,0.667347319,72.194,66.974,11.56016318,11.62357648,11.49910323,6.487727339,6.342852636,6.634242751,8796.934016,5589.672534,11934.36324,0.942,0.578,26.96846644,29.94824982,5.6,94.4,48.13,86.36,0.890412392,12.2043
"4531","PRY","Paraguay","High",102,106,1999,0.656,69.634,5.026031,0.636680133,0.670357489,72.472,67.029,11.97089958,12.04224968,11.90211964,6.588771863,6.459188115,6.720098192,8479.1611,5694.108272,11204.67366,0.95,0.557,27.2789775,30.01549975,8,92,47.79,84.46,0.870647236,13.0793
"4532","PRY","Paraguay","High",102,106,2000,0.656,69.75,5.123819,0.63083995,0.67151565,72.688,67.063,12.14581013,12.24065971,12.05420971,6.689816388,6.575523593,6.805953633,7770.279171,4695.31058,10780.88613,0.939,0.544,27.58948856,30.08274968,8,92,53.5,85.3,0.703791449,11.4995
"4533","PRY","Paraguay","High",102,106,2001,0.662,69.9,5.211541,0.646738771,0.672812755,72.967,67.106,12.57310009,12.67358017,12.47618961,6.790860913,6.691859072,6.891809073,7678.403129,5517.905421,9794.71582,0.961,0.541,27.89999962,30.14999962,8,92,52.57,84.3,0.709099286,12.4089
"4534","PRY","Paraguay","High",102,106,2002,0.669,70.025,5.2865125,0.638479502,0.684943547,73.432,66.97,13.07223988,13.24435043,12.88010979,6.891905438,6.808194551,6.977664514,7743.154975,4031.85302,11380.70791,0.932,0.55,27.47999954,27.90999985,8,92,38.23,79.86,0.729649342,7.9603
"4535","PRY","Paraguay","High",102,106,2003,0.663,70.297,5.353254,0.643798945,0.67468482,73.637,67.276,12.49347973,12.64665985,12.31884956,6.992949963,6.924530029,7.063519955,7347.283062,4733.753188,9910.918954,0.954,0.53,30.51000023,33.43999863,8.8,91.2,51.73,83.96,0.753093352,8.6856
"4536","PRY","Paraguay","High",102,106,2004,0.671,70.481,5.4163235,0.655402272,0.681786696,73.815,67.46,12.73396015,12.90594006,12.54141998,7.170140028,7.050154924,7.295084953,7737.795073,5339.425019,10092.53887,0.961,0.517,29.57999992,32.25,9.6,90.4,57.02,86.01,0.749825897,9.7588
"4537","PRY","Paraguay","High",102,106,2005,0.673,70.527,5.476878,0.653770464,0.687015608,73.721,67.61,12.60157967,12.68447971,12.5220499,7.347330093,7.175779819,7.526649952,7901.043039,5290.220494,10466.63498,0.952,0.517,34.13999939,37.63000107,9.6,90.4,55.76,85,0.690155961,7.6604
"4538","PRY","Paraguay","High",102,106,2006,0.674,70.781,5.534675,0.65438401,0.687891373,73.924,67.899,12.56324482,12.7286849,12.40386486,7.069910049,6.880959988,7.269919872,8511.721184,5583.457777,11391.64837,0.951,0.515,32.65999985,36.13000107,9.6,90.4,51.25,83.45,0.706220329,7.6433
"4539","PRY","Paraguay","High",102,106,2007,0.681,71.106,5.5901445,0.662672608,0.69328059,74.101,68.334,12.52490997,12.77289009,12.28567982,7.153329849,6.990479946,7.327320099,9310.21453,6207.265659,12364.29558,0.956,0.5,34.97999954,38.61000061,11.2,88.8,54.28,83.97,0.722986613,10.5804
"4540","PRY","Paraguay","High",102,106,2008,0.691,71.384,5.645148,0.673510548,0.702681012,74.316,68.659,12.80463982,13.11503029,12.50504971,7.389259815,7.283860207,7.50067997,9906.061551,6530.782376,13230.49898,0.958,0.491,37.04999924,41.33000183,13.6,86.4,53.87,84.98,0.757818927,9.8629
"4541","PRY","Paraguay","High",102,106,2009,0.691,71.635,5.7025745,0.673056228,0.703853906,74.499,68.962,13.19958973,13.62607956,12.78540993,7.032569885,6.699570179,7.374579906,9728.88221,6618.462596,12794.432,0.956,0.485,38.45000076,41.15000153,13.6,86.4,55.19,84.18,0.794641157,10.3274
"4542","PRY","Paraguay","High",102,106,2010,0.7,71.887,5.7686125,0.681187346,0.712507432,74.766,69.202,13.17776012,13.52803993,12.83965015,7.280279954,7.053486824,7.51322333,10686.0445,7079.633571,14242.57163,0.956,0.484,37.93999863,41.04999924,13.6,86.4,53.03,82.4,0.870538551,14.5225
"4543","PRY","Paraguay","High",102,106,2011,0.711,72.131,5.8439385,0.698528615,0.719259407,74.934,69.505,13.63876238,14.13470085,13.16537248,7.527990023,7.407403469,7.651866754,11115.68235,7933.369784,14255.69794,0.971,0.479,42.50999832,44.79999924,13.6,86.4,54.68,81.69,0.889588341,12.2741
"4544","PRY","Paraguay","High",102,106,2012,0.716,72.454,5.923322,0.707726574,0.72186044,75.248,69.829,13.8313493,14.39120093,13.29935136,7.775700092,7.761320114,7.790510178,10883.87969,8077.801032,13654.05405,0.98,0.463,41.81999969,43.59999847,13.6,86.4,59.91,82.74,0.873378148,11.5973
"4545","PRY","Paraguay","High",102,106,2013,0.729,72.757,6.005652,0.71884893,0.736628721,75.49,70.179,14.01141217,14.38223782,13.66188889,8.290029526,8.314430237,8.264670372,11642.91524,8630.42736,14618.24975,0.976,0.444,46.18999863,47.09000015,18.4,81.6,57.9,82.36,0.861205411,12.2292
"4546","PRY","Paraguay","High",102,106,2014,0.731,72.878,6.090721,0.720380808,0.736559465,75.668,70.253,13.95511831,14.63136835,13.29408735,8.247850418,8.239689827,8.256529808,12129.66413,8497.376177,15718.79823,0.978,0.449,47.31000137,47.91999817,16.8,83.2,54.67,81.95,0.896150062,12.8972
"4547","PRY","Paraguay","High",102,106,2015,0.738,73.191,6.17795,0.729913605,0.742120109,75.997,70.548,14.05043959,14.68277294,13.45712062,8.524069786,8.515330315,8.533359528,12316.53351,9203.219414,15394.32413,0.984,0.451,48.02999878,50.11999893,16.8,83.2,55.13,81.48,0.978900768,13.6031
"4548","PRY","Paraguay","High",102,106,2016,0.736,73.534,6.2666155,0.726456085,0.741933673,76.413,70.826,13.80566436,14.28209719,13.36348054,8.351449966,8.377550125,8.324419975,12683.04196,9245.043337,16083.51941,0.979,0.439,47.25999832,48.27999878,16.8,83.2,56.53,83.58,1.147892443,13.1346
"4549","PRY","Paraguay","High",102,106,2017,0.739,73.644,6.355404,0.730993004,0.744462507,76.459,70.986,13.73734935,14.20563324,13.31185607,8.468514919,8.485159874,8.451294899,13143.46065,9929.856,16323.60863,0.982,0.439,48.00999832,49.74000168,16,84,57.9,84.35,1.248150393,14.0776
"4550","PRY","Paraguay","High",102,106,2018,0.742,73.568,6.443328,0.734773157,0.74563329,76.342,70.946,13.78701911,14.4052726,13.21659213,8.585579872,8.592769623,8.578169823,13368.50378,10126.40262,16578.43753,0.985,0.438,49.25,50.95000076,16,84,59.46,84.43,1.303751726,15.6194
"4551","PRY","Paraguay","High",102,106,2019,0.746,73.621,6.5300265,0.741677758,0.749040267,76.441,70.961,14.04147203,14.72476583,13.39158103,8.810709953,8.808890343,8.812620163,13196.09334,10271.35264,16093.33576,0.99,0.435,51.04000092,54.20999908,16.8,83.2,60.35,84.72,1.246044043,9.4083
"4552","PRY","Paraguay","High",102,106,2020,0.742,73.182,6.618695,0.738092919,0.744678051,76.156,70.398,13.91056957,14.58406313,13.27027902,8.861840248,8.856229782,8.867710114,12869.9431,9994.533852,15720.02891,0.991,0.434,52.47000122,53.90000153,17.6,82.4,57.26,83.43,1.112953535,15.3914
"4553","PRY","Paraguay","High",102,106,2021,0.73,70.262,6.703799,0.728162734,0.73073736,73.385,67.434,13.91056957,14.58406313,13.27027902,8.861840248,8.856229782,8.867710114,13201.59678,10585.05121,15797.35781,0.996,0.43,54.31000137,53.34999847,16.8,83.2,59.95,84.22,1.381977592,15.8925
"4554","PRY","Paraguay","High",102,106,2022,0.731,70.475,6.780744,0.727869625,0.732240438,73.571,67.645,13.91056957,14.58406313,13.27027902,8.861840248,8.856229782,8.867710114,13161.07522,10348.65536,15954.05195,0.994,0.429,54.31000137,53.34999847,16.8,83.2,59.06,82.38,1.381977592,15.3865
"4555","PER","Peru","High",87,85,1990,0.62,65.106,22.1090985,NA,NA,67.972,62.428,11.68725967,NA,NA,7.781378166,6.835735782,8.780647775,4934.983851,3355.436129,6522.000372,NA,0.567,42.55454421,54.18322065,10.83333333,89.16666667,47.8,76.7,0.967963462,4.9216
"4556","PER","Peru","High",87,85,1991,0.624,65.434,22.5830065,NA,NA,68.197,62.843,11.63395023,NA,NA,7.838587107,6.92825278,8.798535453,5123.446734,3337.19128,6918.818818,NA,0.574,42.5540897,54.20487795,10.83333333,89.16666667,43.55,71.91,0.919182327,5.2081
"4557","PER","Peru","High",87,85,1992,0.624,66.149,23.0472475,NA,NA,68.926,63.539,11.39299011,NA,NA,7.896216649,7.022021932,8.816459572,4972.636475,3209.423426,6745.470639,NA,0.576,42.55363519,54.22654392,10.83333333,89.16666667,43.8,75.4,0.910555568,5.4281
"4558","PER","Peru","High",87,85,1993,0.628,66.681,23.5138825,NA,NA,69.361,64.151,11.35470963,NA,NA,7.954269886,7.117060184,8.834420204,5110.309806,2443.692755,7792.365044,NA,0.599,42.55318069,54.24821854,10.83333333,89.16666667,29.75,73.41,1.015774426,6.677
"4559","PER","Peru","High",87,85,1994,0.637,67.227,23.9832585,NA,NA,69.81,64.775,11.47558975,NA,NA,8.012749932,7.213384715,8.852417426,5598.380839,3710.848531,7496.993695,NA,0.567,42.5527262,54.26990182,10.83333333,89.16666667,46.47,76.41,1.00806154,7.3765
"4560","PER","Peru","High",87,85,1995,0.646,67.644,24.4490555,NA,NA,70.253,65.176,11.8151598,NA,NA,8.071229978,7.309709246,8.870414647,5876.337978,4016.226268,7747.18527,NA,0.56,42.55227171,54.2915851,10.83333333,89.16666667,49.48,77.58,1.028387396,7.5746
"4561","PER","Peru","High",87,85,1996,0.65,68.147,24.9073035,NA,NA,70.752,65.684,11.79951,NA,NA,8.129710024,7.406033776,8.888411869,6004.283028,4074.401614,7945.231069,NA,0.548,42.55181721,54.31326839,10.83333333,89.16666667,52.05,77.78,0.992363525,7.7401
"4562","PER","Peru","High",87,85,1997,0.655,68.605,25.365386,NA,NA,71.211,66.138,11.74619007,NA,NA,8.18819007,7.502358307,8.90640909,6295.889543,4621.443912,7979.959329,NA,0.539,42.55136272,54.33495167,10.83333333,89.16666667,54.61,77.98,1.093900168,7.704
"4563","PER","Peru","High",87,85,1998,0.663,69.082,25.818226,NA,NA,71.673,66.623,12.36009502,NA,NA,8.246670116,7.598682837,8.924406312,6221.847349,4610.660832,7842.335395,NA,0.53,42.55090822,54.35663496,10.83333333,89.16666667,55.52,79.66,1.086914337,7.7355
