Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
S02904,18,Female,3.51,1045,545,2.99,Medicine,2,4,0,7,4,1,54300.0,5,5,Entry,7,No
S02905,24,Male,3.8,1129,286,2.82,Mathematics,1,0,0,5,7,3,83000.0,7,4,Entry,1,No
S02906,24,Female,3.83,1396,5,3.78,Computer Science,4,3,2,5,6,0,37800.0,6,1,Mid,4,Yes
S02907,21,Male,3.55,1205,118,2.02,Mathematics,2,1,5,6,3,0,55500.0,5,2,Mid,10,No
S02908,20,Male,2.46,1441,652,3.95,Business,4,3,2,2,8,4,50100.0,3,5,Mid,4,No
S02909,25,Male,2.05,1360,230,3.25,Mathematics,3,6,3,1,2,1,25000.0,10,5,Entry,6,No
S02910,22,Male,2.77,1527,160,2.3,Law,0,8,0,1,1,5,40600.0,2,1,Entry,10,Yes
S02911,27,Female,2.28,1125,294,2.09,Engineering,1,2,1,3,2,1,28800.0,3,4,Senior,6,No
S02912,24,Male,3.42,958,761,3.08,Mathematics,4,2,3,1,9,3,62500.0,2,4,Entry,6,No
S02913,21,Male,3.32,975,785,2.47,Computer Science,0,3,0,9,5,5,31100.0,3,3,Entry,4,Yes
S02914,21,Male,2.09,1327,186,2.6,Law,1,6,3,10,5,0,29400.0,2,2,Entry,5,No
S02915,25,Female,3.67,1031,877,2.49,Engineering,0,5,5,5,6,1,46900.0,1,3,Executive,8,No
S02916,25,Female,2.5,1397,552,3.3,Mathematics,2,4,4,9,3,4,44800.0,9,4,Entry,3,Yes
S02917,19,Male,2.86,1492,224,3.11,Arts,2,3,4,5,1,0,44000.0,10,3,Mid,6,Yes
S02918,19,Male,3.34,1204,152,2.16,Mathematics,0,7,3,1,8,1,33700.0,5,4,Mid,1,No
S02919,20,Male,2.86,966,140,3.05,Engineering,1,3,0,7,7,3,63400.0,9,5,Mid,10,No
S02920,29,Male,2.88,1129,367,3.58,Business,0,2,4,7,8,3,47400.0,8,1,Entry,6,No
S02921,29,Female,2.13,1232,128,2.16,Business,3,6,4,4,9,5,64600.0,7,3,Entry,9,No
S02922,20,Female,2.8,1176,351,3.78,Medicine,1,1,3,3,2,3,35200.0,6,5,Senior,8,No
S02923,18,Male,3.53,1483,147,3.16,Engineering,1,3,4,1,5,3,40400.0,4,5,Mid,5,No
S02924,20,Male,3.83,1043,285,3.9,Mathematics,0,7,5,7,2,0,36900.0,10,1,Entry,7,Yes
S02925,23,Male,2.83,1150,469,2.3,Arts,4,3,1,5,8,0,49600.0,10,1,Entry,5,Yes
S02926,25,Female,2.85,1590,218,3.99,Mathematics,0,9,4,10,4,1,39900.0,7,5,Entry,3,Yes
S02927,29,Male,3.41,979,436,3.29,Business,4,6,5,1,4,4,66200.0,7,5,Entry,9,No
S02928,27,Other,3.89,956,732,3.13,Medicine,1,1,3,1,10,2,25000.0,1,3,Mid,7,No
S02929,23,Female,2.53,1265,145,3.03,Mathematics,2,4,4,3,8,2,75300.0,9,3,Entry,8,No
S02930,22,Male,2.88,1207,841,2.05,Arts,2,3,4,3,7,3,45500.0,4,2,Senior,7,No
S02931,21,Female,3.59,1073,277,3.88,Arts,0,8,2,2,1,1,38400.0,7,2,Entry,7,No
S02932,20,Female,3.22,1361,754,3.29,Mathematics,4,6,3,8,7,2,77600.0,9,5,Mid,8,No
S02933,21,Female,2.22,1577,60,2.18,Arts,0,8,3,8,10,2,48500.0,2,2,Entry,8,No
S02934,24,Male,3.26,1495,610,2.04,Computer Science,3,9,5,6,3,2,45500.0,8,5,Entry,6,No
S02935,18,Male,2.37,1392,843,2.1,Business,0,6,2,5,5,2,40700.0,4,1,Mid,4,Yes
S02936,24,Female,3.02,1459,375,3.22,Computer Science,0,1,2,6,8,5,46000.0,4,1,Entry,5,No
S02937,18,Female,3.06,1538,404,3.23,Computer Science,0,1,5,1,6,2,57300.0,3,3,Mid,6,No
S02938,19,Female,3.75,1580,881,3.0,Business,0,1,1,2,8,5,57800.0,10,4,Mid,9,Yes
S02939,21,Female,2.92,1273,693,2.61,Engineering,4,4,4,7,5,5,32100.0,4,5,Entry,5,No
S02940,18,Female,2.56,1248,114,3.06,Law,4,0,0,1,10,1,32500.0,9,3,Entry,9,No
S02941,28,Female,2.46,966,495,3.03,Medicine,4,6,0,8,9,2,65400.0,1,2,Entry,9,No
S02942,29,Male,3.75,1229,615,2.04,Mathematics,3,1,2,3,6,2,42100.0,9,5,Mid,8,No
S02943,28,Female,2.34,1093,336,2.56,Law,3,3,3,4,9,5,49100.0,10,3,Entry,10,Yes
S02944,28,Female,2.85,1054,831,2.11,Law,0,8,3,7,4,1,51800.0,9,2,Senior,6,No
S02945,26,Female,2.37,1059,569,3.8,Law,4,7,5,10,2,0,72000.0,1,5,Mid,1,No
S02946,29,Female,3.55,1595,285,3.45,Law,3,9,1,7,8,0,69800.0,9,3,Entry,5,No
S02947,23,Male,2.95,1165,129,3.99,Business,2,1,0,2,5,0,55100.0,6,4,Senior,3,No
S02948,18,Female,2.7,1067,892,2.6,Law,0,3,5,5,2,2,39900.0,8,3,Senior,9,No
S02949,18,Female,2.72,1044,978,3.76,Medicine,1,3,5,8,6,1,84700.0,8,5,Entry,4,No
S02950,23,Male,3.7,1085,315,3.21,Mathematics,4,1,3,9,3,0,60500.0,8,2,Entry,7,No
S02951,21,Male,3.11,1322,960,2.91,Engineering,0,1,1,5,1,3,70500.0,8,5,Mid,6,Yes
S02952,21,Male,3.44,1356,598,2.45,Business,0,4,1,2,6,3,46400.0,1,5,Executive,6,No
S02953,28,Male,3.79,1244,712,3.48,Law,1,3,2,4,8,1,32700.0,1,3,Senior,5,Yes
S02954,23,Male,3.8,1453,71,3.81,Arts,2,7,0,5,1,2,57600.0,7,5,Entry,1,No
S02955,29,Male,2.66,1415,345,2.47,Mathematics,3,3,1,6,3,5,50300.0,9,1,Mid,3,No
S02956,28,Female,3.9,1003,990,2.35,Business,3,7,1,6,6,0,74800.0,10,4,Mid,5,Yes
S02957,24,Female,2.05,1146,98,3.39,Engineering,1,4,1,1,10,2,48500.0,8,2,Mid,2,Yes
S02958,26,Female,2.75,922,300,3.95,Law,1,0,0,6,3,5,43300.0,5,4,Mid,2,No
S02959,27,Female,3.79,1424,176,3.5,Computer Science,3,8,2,10,7,0,69300.0,8,3,Entry,4,No
S02960,22,Male,2.55,1043,745,2.57,Business,2,7,4,1,6,4,43700.0,9,3,Mid,7,No
S02961,26,Male,2.55,1594,884,2.84,Mathematics,2,0,3,5,9,4,45900.0,7,1,Mid,1,No
S02962,21,Female,2.61,1092,75,2.77,Mathematics,0,2,5,7,6,2,26800.0,10,3,Mid,9,No
S02963,27,Male,3.22,1364,143,3.7,Arts,1,2,5,8,7,3,66900.0,3,3,Entry,1,No
S02964,19,Other,2.88,1274,931,3.54,Mathematics,1,4,0,5,2,2,47300.0,9,3,Entry,8,No
S02965,20,Female,3.45,1576,23,3.18,Business,1,6,0,2,10,0,32300.0,5,4,Mid,6,No
S02966,28,Female,3.79,1591,181,2.55,Computer Science,3,0,5,3,4,2,67400.0,8,1,Entry,1,No
S02967,18,Other,3.35,1528,45,3.88,Business,3,0,0,7,5,2,46000.0,1,5,Entry,7,No
S02968,23,Male,2.41,1165,469,3.31,Arts,3,9,4,10,2,0,77300.0,1,2,Mid,2,No
S02969,23,Male,3.87,1277,92,3.94,Engineering,2,5,3,4,10,3,69200.0,3,1,Mid,1,No
S02970,18,Female,2.53,1449,269,3.16,Arts,3,4,3,1,10,4,31900.0,2,4,Mid,8,No
S02971,28,Male,2.3,1455,34,3.64,Engineering,0,2,1,3,10,5,60800.0,5,5,Senior,2,No
S02972,20,Female,2.18,973,678,3.63,Arts,3,2,5,10,7,0,65800.0,9,5,Entry,9,No
S02973,22,Male,3.13,1337,582,2.67,Medicine,2,3,5,2,4,2,25000.0,9,2,Entry,6,Yes
S02974,20,Female,2.23,1125,364,3.93,Business,1,9,5,9,9,1,46100.0,8,5,Entry,1,No
S02975,27,Female,2.28,1207,708,2.04,Mathematics,0,1,1,1,8,2,41900.0,5,1,Entry,8,No
S02976,20,Female,2.6,1247,133,3.54,Business,2,8,5,9,10,5,66300.0,3,5,Mid,7,No
S02977,27,Male,2.56,1375,759,3.93,Computer Science,4,3,2,10,9,2,36500.0,6,4,Mid,1,No
S02978,20,Male,3.21,1214,382,2.68,Medicine,1,9,0,5,8,1,54000.0,8,5,Entry,8,No
S02979,22,Female,3.63,1424,680,3.3,Computer Science,3,2,2,6,5,5,79000.0,6,4,Entry,2,Yes
S02980,22,Male,3.52,1324,966,3.12,Business,2,9,0,6,9,2,25000.0,7,5,Mid,8,No
S02981,21,Female,2.52,1423,277,3.52,Computer Science,4,6,3,6,5,1,51400.0,7,2,Entry,9,No
S02982,18,Female,2.49,1461,156,3.73,Engineering,2,8,5,9,8,2,51900.0,7,1,Mid,5,No
S02983,22,Female,3.93,1148,387,3.21,Medicine,3,1,2,9,4,3,25000.0,9,4,Entry,5,Yes
S02984,27,Female,2.02,1530,535,3.63,Mathematics,2,5,3,10,5,5,25000.0,9,5,Mid,7,No
S02985,22,Male,3.76,1468,200,2.62,Arts,4,4,1,7,4,4,63000.0,1,3,Entry,1,No
S02986,21,Female,2.4,1081,275,2.46,Engineering,2,0,5,3,2,3,49200.0,3,3,Entry,5,No
S02987,23,Female,3.89,1005,501,2.86,Law,0,6,3,7,4,0,52900.0,5,1,Entry,1,Yes
S02988,27,Male,2.68,1090,459,3.36,Arts,0,0,4,5,5,0,47800.0,4,4,Entry,8,Yes
S02989,21,Other,2.88,1036,50,2.37,Computer Science,3,9,2,9,6,2,68700.0,1,2,Senior,8,No
S02990,24,Male,3.41,1599,970,3.36,Business,4,8,5,8,4,0,86000.0,1,2,Entry,1,Yes
S02991,24,Male,3.18,1019,698,2.79,Engineering,4,3,5,10,10,0,66700.0,4,1,Senior,2,No
S02992,19,Male,2.64,971,988,3.59,Medicine,4,7,0,6,4,2,25000.0,5,2,Senior,7,Yes
S02993,20,Female,3.11,1030,532,2.07,Arts,4,0,3,5,6,2,49500.0,4,5,Entry,7,No
S02994,18,Male,3.46,1356,628,3.34,Law,4,4,5,10,7,4,71200.0,2,1,Entry,9,Yes
S02995,25,Female,2.08,1378,92,3.3,Engineering,1,2,5,2,7,1,43600.0,5,4,Entry,3,No
S02996,26,Female,2.02,951,861,3.88,Mathematics,2,3,2,3,4,2,71300.0,10,2,Entry,2,No
S02997,21,Male,2.92,1473,456,3.43,Mathematics,4,3,0,3,5,4,44900.0,3,5,Mid,10,Yes
S02998,23,Male,2.26,1018,339,3.59,Business,0,7,5,4,3,3,31200.0,7,2,Entry,8,Yes
S02999,26,Female,3.33,1163,53,3.81,Medicine,2,9,5,3,5,0,60800.0,4,1,Mid,7,No
S03000,23,Male,2.43,1138,496,3.35,Medicine,3,9,2,7,10,1,56900.0,2,1,Mid,3,Yes
S03001,29,Female,2.87,1250,635,2.58,Arts,3,2,2,6,5,5,41000.0,8,2,Mid,3,Yes
S03002,29,Male,2.4,1154,853,3.74,Engineering,4,0,4,8,4,3,69500.0,10,1,Mid,7,No
S03003,29,Female,3.1,1584,850,3.5,Engineering,1,4,3,2,6,2,25000.0,2,3,Senior,5,No
S03004,26,Female,2.23,1208,777,2.85,Medicine,1,1,4,2,5,3,65800.0,7,1,Mid,9,No
S03005,21,Male,2.05,1506,4,3.42,Mathematics,2,5,1,1,8,5,41800.0,8,4,Senior,10,No
S03006,25,Male,2.1,1394,681,3.74,Computer Science,1,3,5,5,2,4,76400.0,10,2,Mid,7,No
S03007,26,Male,3.91,956,281,3.95,Medicine,3,8,2,7,6,2,62300.0,3,3,Entry,1,No
S03008,21,Male,2.28,1302,290,3.9,Business,4,6,3,9,2,2,44800.0,6,2,Entry,1,No
S03009,22,Female,3.42,966,73,2.65,Engineering,0,1,1,5,6,1,35500.0,4,1,Entry,6,Yes
S03010,25,Female,2.14,945,137,2.84,Mathematics,3,6,5,1,4,4,25700.0,2,3,Entry,5,No
S03011,29,Male,2.22,1505,850,2.22,Arts,3,9,1,3,1,0,48800.0,8,2,Entry,5,No
S03012,27,Female,3.02,1549,768,2.5,Engineering,2,7,4,8,6,3,50800.0,2,1,Entry,8,Yes
S03013,23,Female,2.93,1268,971,3.76,Mathematics,1,2,1,3,3,5,65800.0,9,1,Mid,8,No
S03014,29,Male,3.9,1504,653,2.72,Medicine,0,2,0,7,7,1,39200.0,9,2,Entry,9,No
S03015,24,Male,3.89,1131,998,3.24,Business,0,1,0,10,3,5,55500.0,8,2,Entry,4,No
S03016,20,Female,3.56,1301,393,3.33,Computer Science,1,0,0,3,10,1,44700.0,10,2,Entry,5,No
S03017,24,Female,3.2,1460,208,3.56,Mathematics,4,2,5,2,4,2,72500.0,3,3,Mid,7,No
S03018,29,Female,2.91,922,260,2.37,Mathematics,1,9,1,10,9,3,48100.0,8,3,Mid,3,No
S03019,25,Female,2.71,1473,930,2.61,Engineering,4,6,5,6,7,1,39000.0,5,4,Senior,6,No
S03020,27,Male,3.89,1166,263,2.9,Medicine,0,8,5,2,4,2,32000.0,10,3,Mid,3,No
S03021,23,Female,3.21,1017,783,2.73,Law,2,8,2,10,2,2,43200.0,5,1,Entry,4,No
S03022,27,Female,3.16,1499,505,3.97,Medicine,3,5,3,5,5,4,46500.0,2,3,Entry,10,No
S03023,26,Female,2.46,1500,550,3.67,Medicine,0,5,0,5,8,2,47000.0,3,2,Entry,8,No
S03024,23,Male,2.09,954,203,2.96,Business,0,4,0,5,2,0,56400.0,8,2,Entry,10,No
S03025,29,Male,3.89,1052,736,3.76,Medicine,0,1,0,6,9,4,45000.0,1,3,Mid,4,No
S03026,26,Male,2.63,1138,347,2.7,Mathematics,3,6,4,3,5,4,37500.0,4,1,Entry,4,No
S03027,21,Female,2.89,1164,990,3.57,Medicine,4,0,4,10,6,0,43700.0,6,4,Entry,7,No
S03028,25,Male,2.23,1167,52,2.45,Medicine,2,5,0,5,7,0,46700.0,9,2,Mid,3,No
S03029,28,Male,3.67,1012,593,3.54,Engineering,2,3,0,8,9,5,41500.0,8,5,Entry,3,No
S03030,21,Male,2.06,1065,356,2.91,Medicine,2,2,5,4,7,1,25800.0,10,4,Executive,1,Yes
S03031,19,Male,3.67,1567,723,2.21,Business,4,0,4,5,4,5,27200.0,5,5,Senior,7,No
S03032,27,Female,2.28,907,519,2.55,Law,1,5,3,1,5,1,25000.0,7,5,Mid,4,No
S03033,28,Female,3.77,1116,363,2.8,Engineering,1,6,2,1,3,5,52500.0,8,5,Entry,7,No
S03034,26,Female,3.46,1330,45,3.5,Mathematics,2,0,3,8,1,0,56800.0,9,2,Entry,2,No
S03035,22,Male,2.33,1191,827,2.15,Law,0,0,5,2,3,1,37400.0,3,2,Entry,5,No
S03036,21,Female,3.13,949,378,3.32,Medicine,0,6,2,10,1,0,57300.0,8,5,Entry,7,Yes
S03037,19,Male,2.63,1006,789,3.43,Computer Science,3,5,1,10,5,0,44200.0,3,5,Entry,9,No
S03038,18,Male,2.36,908,412,3.31,Law,1,6,1,7,7,5,47800.0,1,4,Entry,10,Yes
S03039,28,Male,3.72,1599,771,3.52,Business,0,7,3,7,9,2,30400.0,4,2,Mid,4,No
S03040,24,Male,2.81,1355,142,2.36,Computer Science,2,7,4,9,4,1,68700.0,7,5,Entry,6,No
S03041,23,Male,2.8,1222,258,3.17,Business,3,8,0,1,10,4,73900.0,9,1,Mid,3,No
S03042,19,Female,2.34,1208,797,3.88,Mathematics,1,8,1,2,10,4,54900.0,10,2,Mid,2,No
S03043,25,Female,2.77,1521,914,3.22,Computer Science,3,6,5,1,1,1,38600.0,7,2,Senior,10,No
S03044,28,Female,3.74,1044,37,3.22,Medicine,0,8,4,1,7,1,51400.0,10,1,Mid,2,No
S03045,21,Male,2.73,1311,941,3.47,Computer Science,2,5,4,4,3,1,38400.0,5,5,Entry,5,No
S03046,25,Male,3.9,1013,45,2.67,Mathematics,2,8,2,8,1,1,29900.0,1,3,Mid,3,No
S03047,24,Male,3.89,1474,920,3.4,Law,2,1,1,10,4,2,60600.0,1,2,Mid,2,No
S03048,22,Other,2.29,1298,632,3.83,Computer Science,0,1,3,8,9,0,35100.0,9,5,Senior,2,No
S03049,27,Female,2.35,1174,46,2.02,Business,4,5,5,9,6,1,37200.0,4,1,Mid,3,No
S03050,27,Female,3.73,1023,652,3.74,Medicine,2,2,4,2,6,5,25000.0,3,1,Entry,1,No
S03051,29,Male,2.79,985,565,2.44,Business,4,1,3,7,7,1,66000.0,5,2,Entry,8,No
S03052,25,Female,2.01,1481,301,2.91,Medicine,2,7,3,4,1,0,72600.0,7,1,Mid,9,Yes
S03053,26,Male,2.55,946,288,3.7,Law,4,6,5,3,5,0,61000.0,7,1,Senior,1,No
S03054,22,Female,3.2,1100,786,3.65,Arts,1,7,1,4,4,0,62200.0,5,5,Senior,5,No
S03055,27,Female,3.6,1175,269,3.78,Engineering,1,5,5,4,4,5,29900.0,8,1,Entry,8,No
S03056,22,Other,2.27,1448,900,3.88,Law,2,8,3,3,7,3,46100.0,5,3,Senior,2,No
S03057,19,Female,2.22,1029,791,2.89,Mathematics,3,8,3,9,2,4,60900.0,10,5,Mid,1,No
S03058,22,Male,3.84,1347,62,3.31,Law,3,1,0,8,5,5,35400.0,4,5,Entry,5,No
S03059,20,Female,3.5,1288,566,2.78,Engineering,0,9,5,10,7,1,43900.0,6,2,Entry,1,Yes
S03060,24,Female,3.18,1475,970,2.7,Business,1,4,3,2,3,2,25500.0,3,5,Mid,6,No
S03061,27,Male,3.54,1162,951,2.86,Law,1,8,0,3,2,2,45500.0,4,2,Mid,9,Yes
S03062,22,Male,2.86,1531,581,3.49,Medicine,3,2,1,10,1,0,47300.0,8,1,Entry,8,Yes
S03063,25,Male,3.52,1177,242,3.0,Computer Science,2,4,3,7,5,2,57500.0,10,4,Mid,6,No
S03064,18,Male,2.74,945,936,3.63,Law,0,7,4,5,5,4,25100.0,10,3,Entry,4,No
S03065,20,Male,2.49,1067,782,3.49,Engineering,1,1,5,1,4,1,25000.0,3,3,Mid,7,Yes
S03066,20,Female,3.46,1344,764,2.04,Law,0,5,3,1,8,2,68500.0,10,1,Entry,6,Yes
S03067,26,Male,2.84,1521,354,3.26,Business,1,3,0,8,2,4,66100.0,3,4,Entry,7,No
S03068,22,Male,3.96,945,796,2.87,Business,4,5,4,6,4,4,40300.0,6,5,Entry,2,No
S03069,29,Female,2.7,1439,968,2.91,Business,4,2,1,4,5,3,72900.0,8,4,Mid,7,Yes
S03070,26,Female,3.84,986,976,3.64,Medicine,0,5,5,3,9,3,52500.0,10,5,Senior,10,No
S03071,26,Female,3.87,1284,863,3.1,Mathematics,3,6,2,9,3,2,67100.0,2,5,Entry,4,No
S03072,18,Male,2.48,1568,71,3.77,Mathematics,3,9,2,9,1,4,45600.0,1,5,Entry,5,No
S03073,19,Female,3.6,1164,835,3.43,Law,1,2,0,4,4,0,54700.0,10,4,Entry,7,Yes
S03074,22,Female,2.87,921,413,3.11,Business,4,4,1,8,10,3,44900.0,1,1,Mid,10,No
S03075,21,Male,3.84,1349,612,3.51,Arts,4,7,1,4,6,4,75100.0,7,5,Entry,2,No
S03076,27,Male,2.9,1131,61,2.08,Computer Science,0,1,3,8,7,3,47600.0,2,1,Entry,1,No
S03077,26,Female,3.49,1085,615,2.05,Mathematics,0,6,2,7,4,1,48700.0,9,5,Mid,5,No
S03078,24,Female,2.93,1225,452,2.17,Business,3,0,3,6,4,4,25800.0,10,1,Entry,10,No
S03079,23,Other,2.46,1082,393,2.88,Mathematics,3,6,1,7,6,4,48200.0,4,1,Mid,1,Yes
S03080,24,Female,2.4,1296,631,2.47,Medicine,3,0,0,6,1,5,76100.0,7,1,Entry,6,No
S03081,18,Female,2.85,1380,529,3.97,Computer Science,2,3,0,6,5,1,70300.0,5,2,Mid,2,No
S03082,18,Female,3.51,1302,305,3.08,Computer Science,4,3,4,7,3,5,47300.0,5,4,Senior,2,Yes
S03083,25,Male,3.21,1362,191,3.32,Engineering,4,4,0,4,8,3,48600.0,7,5,Entry,4,No
S03084,19,Male,3.38,1316,724,2.56,Business,0,1,2,5,5,1,31300.0,9,5,Mid,10,No
S03085,29,Male,2.56,1101,78,2.64,Business,4,5,4,9,7,2,55200.0,4,2,Entry,2,No
S03086,27,Female,2.96,964,558,2.67,Law,0,5,2,2,8,0,54900.0,9,1,Senior,9,No
S03087,28,Female,2.09,1454,605,3.4,Medicine,2,7,3,9,8,3,57900.0,9,1,Entry,3,No
S03088,26,Female,3.64,916,889,2.95,Arts,3,9,3,5,2,4,26200.0,8,5,Mid,8,Yes
S03089,24,Male,3.98,1082,525,3.04,Law,2,0,0,10,2,2,67400.0,1,3,Entry,7,Yes
S03090,23,Female,2.81,1290,740,3.18,Arts,3,3,4,1,10,3,46600.0,10,5,Entry,7,Yes
S03091,18,Male,2.02,943,301,3.54,Engineering,3,1,2,7,5,0,68400.0,9,5,Mid,4,No
S03092,18,Male,2.34,1599,949,2.18,Mathematics,0,7,2,5,3,4,53100.0,3,2,Mid,4,No
S03093,19,Female,3.31,1381,17,3.55,Mathematics,3,3,1,3,10,1,71400.0,8,1,Mid,1,No
S03094,23,Female,3.22,1162,815,3.13,Arts,2,7,0,3,1,0,59700.0,5,4,Entry,8,No
S03095,23,Other,3.58,1073,574,3.34,Mathematics,1,1,5,1,8,5,37400.0,6,5,Mid,1,No
S03096,19,Male,2.51,1340,434,2.66,Medicine,0,3,3,7,6,3,62300.0,3,5,Entry,4,No
S03097,18,Female,3.53,1465,43,2.82,Mathematics,3,8,5,2,3,4,65300.0,7,4,Mid,3,No
S03098,27,Male,3.38,1119,68,2.46,Engineering,3,4,1,8,8,3,53200.0,2,2,Mid,1,Yes
S03099,22,Male,2.65,1457,380,3.96,Business,4,5,3,4,1,0,45800.0,3,3,Entry,7,No
S03100,22,Female,3.09,1293,212,2.99,Arts,0,9,3,4,3,4,63900.0,2,2,Senior,7,Yes
S03101,19,Female,2.29,1094,203,3.99,Medicine,0,8,2,5,9,0,67300.0,9,5,Senior,2,No
S03102,23,Female,2.91,1308,726,2.98,Medicine,2,8,3,9,6,3,30300.0,3,2,Entry,10,No
S03103,26,Male,3.76,1370,109,2.44,Business,1,6,4,7,1,5,52000.0,8,4,Entry,5,No
S03104,19,Female,2.84,1246,968,3.01,Mathematics,2,1,3,3,9,4,47000.0,6,2,Entry,8,No
S03105,27,Male,3.68,1361,284,2.08,Medicine,2,6,4,4,7,4,78400.0,1,5,Mid,1,No
S03106,19,Female,3.18,960,941,3.81,Engineering,2,8,3,9,1,4,39300.0,6,4,Entry,9,No
S03107,20,Male,2.38,1065,937,3.64,Engineering,1,1,1,1,1,3,58300.0,8,4,Mid,7,No
S03108,24,Male,3.16,1571,606,3.45,Law,2,6,2,8,5,2,60400.0,10,5,Senior,7,Yes
S03109,23,Female,3.01,1050,225,3.22,Computer Science,0,6,1,8,4,5,50900.0,3,5,Entry,2,No
S03110,29,Female,2.8,1010,737,3.16,Business,1,2,2,7,8,3,70700.0,7,5,Senior,8,No
S03111,25,Male,2.24,1387,751,3.99,Mathematics,3,5,1,6,2,1,48600.0,6,3,Senior,3,No
S03112,25,Male,2.83,1448,118,2.56,Medicine,4,7,0,7,6,2,31700.0,1,5,Mid,10,Yes
S03113,23,Female,2.15,902,932,3.56,Arts,4,9,3,10,8,3,72000.0,2,2,Entry,7,No
S03114,29,Male,2.2,1382,603,3.16,Law,0,7,3,4,1,1,43300.0,5,1,Entry,3,No
S03115,28,Male,2.83,912,340,3.95,Engineering,4,2,0,4,3,0,51400.0,7,3,Entry,6,No
S03116,27,Male,2.61,1061,801,3.66,Business,4,5,0,5,1,1,47700.0,4,3,Mid,1,No
S03117,20,Male,3.85,1243,281,4.0,Mathematics,4,1,4,4,7,5,35800.0,6,1,Mid,4,No
S03118,20,Female,2.75,1348,491,3.18,Business,3,1,1,4,1,4,36200.0,2,2,Senior,9,No
S03119,18,Female,3.52,1231,19,2.41,Mathematics,4,7,3,9,9,5,26900.0,5,3,Senior,7,No
S03120,24,Female,3.06,1163,175,3.01,Engineering,2,9,4,6,8,2,57800.0,10,3,Mid,7,Yes
S03121,22,Other,3.41,982,469,3.42,Computer Science,0,4,5,3,3,3,60800.0,3,5,Senior,4,No
S03122,21,Male,2.52,1233,618,3.55,Business,0,4,3,3,4,5,53700.0,1,4,Entry,10,No
S03123,27,Male,3.88,1279,801,2.0,Medicine,0,3,0,10,9,3,59100.0,6,3,Entry,1,No
S03124,21,Male,3.06,1118,760,3.01,Arts,3,9,4,8,10,4,48000.0,9,2,Entry,1,Yes
S03125,21,Male,3.66,1557,835,2.47,Arts,3,3,5,3,6,2,53000.0,10,4,Entry,3,No
S03126,23,Male,2.73,1353,142,3.75,Engineering,4,7,4,4,5,2,49600.0,8,1,Mid,7,Yes
S03127,25,Female,2.2,1572,463,2.31,Business,2,2,4,6,5,5,48900.0,4,3,Entry,7,No
S03128,25,Female,3.35,988,929,3.33,Arts,4,2,1,9,1,4,33700.0,8,2,Entry,5,Yes
S03129,22,Male,2.02,1232,298,2.53,Business,0,7,5,6,1,2,69800.0,5,1,Senior,9,No
S03130,23,Female,2.95,1209,470,2.71,Engineering,2,2,4,3,3,4,45700.0,3,5,Executive,2,No
S03131,21,Female,2.39,1319,705,3.88,Computer Science,0,1,3,6,2,1,43100.0,4,5,Entry,9,No
S03132,29,Female,3.25,1508,863,2.48,Arts,2,4,1,4,10,5,41600.0,7,4,Entry,9,No
S03133,28,Female,3.96,1253,815,2.19,Medicine,1,2,3,5,1,4,44200.0,5,1,Entry,6,No
S03134,26,Female,2.93,999,803,2.14,Law,3,5,5,5,5,3,44400.0,4,4,Entry,4,Yes
S03135,25,Female,3.63,1044,373,3.01,Engineering,3,6,4,3,3,0,52900.0,3,1,Mid,5,No
S03136,27,Female,3.02,909,468,3.28,Law,0,2,4,5,7,1,25000.0,3,1,Mid,6,No
S03137,29,Female,2.99,943,928,2.65,Computer Science,0,8,5,5,8,5,37100.0,10,5,Entry,4,Yes
S03138,27,Male,3.86,1285,951,3.38,Medicine,1,9,3,7,10,5,72300.0,6,4,Mid,9,No
S03139,18,Male,3.78,1394,438,2.12,Law,4,0,2,9,6,5,71300.0,8,5,Entry,2,No
S03140,19,Female,3.57,1392,844,3.71,Medicine,2,6,4,5,5,3,46100.0,4,1,Executive,8,No
S03141,26,Male,2.59,1068,947,3.63,Arts,1,3,4,9,10,1,87400.0,1,5,Entry,9,Yes
S03142,25,Male,3.09,1541,720,3.97,Business,1,6,1,5,5,3,60500.0,4,4,Senior,4,No
S03143,20,Female,2.45,1430,443,3.87,Engineering,0,8,3,4,1,2,72100.0,5,4,Entry,9,No
S03144,25,Male,2.89,1235,456,2.71,Medicine,0,8,4,6,6,4,51400.0,8,2,Entry,2,No
S03145,29,Female,2.97,1412,248,2.8,Arts,4,0,3,8,6,3,46200.0,7,5,Entry,3,No
S03146,18,Female,3.66,1029,142,3.49,Computer Science,4,9,1,4,3,3,64300.0,2,2,Senior,10,No
S03147,27,Other,3.79,1438,402,2.27,Mathematics,0,3,3,5,4,2,66800.0,9,1,Mid,5,No
S03148,21,Female,2.83,1413,896,2.63,Medicine,3,6,3,10,4,0,45900.0,3,5,Senior,4,No
S03149,20,Male,2.04,1149,823,2.24,Computer Science,4,9,1,1,6,0,56600.0,9,3,Entry,3,No
S03150,23,Female,3.72,1037,222,2.91,Engineering,1,5,4,10,8,4,25000.0,1,2,Entry,4,No
